Willisornis poecilinotus
Phlegopsis nigromaculata
Phlegopsis borbae
Phlegopsis erythroptera
Gymnopithys leucaspis
Gymnopithys rufigula
Gymnopithys salvini
Rhegmatorhina gymnops
Rhegmatorhina berlepschi
Rhegmatorhina hoffmannsi
Rhegmatorhina cristata
Rhegmatorhina melanosticta
Melanopareiidae 
Melanopareia torquata
Conopophagidae 
Conopophaga lineata
Conopophaga aurita
Conopophaga roberti
Conopophaga melanogaster
Conopophaga peruviana
Conopophaga melanops
Grallariidae 
Grallaria varia
Grallaria eludens
Hylopezus macularius
Hylopezus berlepschi
Hylopezus ochroleucus
Hylopezus nattereri
Myrmothera campanisona
Myrmothera simplex
Rhinocryptidae 
Merulaxis ater
Merulaxis stresemanni
Eleoscytalopus indigoticus
Eleoscytalopus psychopompus
Scytalopus speluncae
Scytalopus diamantinensis
Scytalopus petrophilus
Scytalopus pachecoi
Scytalopus novacapitalis
Scytalopus iraiensis
Psilorhamphus guttatus
Liosceles thoracicus
Formicariidae 
Formicarius colma
Formicarius analis
Formicarius rufifrons
Chamaeza campanisona
Chamaeza nobilis
Chamaeza meruloides
Chamaeza ruficauda
Scleruridae 
Sclerurus mexicanus
Sclerurus rufigularis
Sclerurus caudacutus
Sclerurus albigularis
Sclerurus scansor
Geositta poeciloptera
Geositta cunicularia
Dendrocolaptidae 
Dendrocincla fuliginosa
Dendrocincla turdina
Dendrocincla merula
Deconychura longicauda
Sittasomus griseicapillus
Certhiasomus stictolaemus
Glyphorynchus spirurus
Xiphorhynchus atlanticus
Xiphorhynchus fuscus
Xiphorhynchus chunchotambo
Xiphorhynchus ocellatus
Xiphorhynchus pardalotus
Xiphorhynchus elegans
Xiphorhynchus spixii
Xiphorhynchus obsoletus
Xiphorhynchus guttatus
Campylorhamphus trochilirostris
Campylorhamphus falcularius
Campylorhamphus procurvoides
Drymornis bridgesii
Dendroplex picus
Dendroplex kienerii
Lepidocolaptes souleyetii
Lepidocolaptes angustirostris
Lepidocolaptes squamatus
Lepidocolaptes falcinellus
Lepidocolaptes wagleri
Lepidocolaptes albolineatus
Nasica longirostris
Dendrexetastes rufigula
Dendrocolaptes certhia
Dendrocolaptes picumnus
Dendrocolaptes hoffmannsi
Dendrocolaptes platyrostris
Xiphocolaptes promeropirhynchus
Xiphocolaptes carajaensis
Xiphocolaptes falcirostris
Xiphocolaptes albicollis
Xiphocolaptes major
Hylexetastes stresemanni
Hylexetastes perrotii
Hylexetastes uniformis
Hylexetastes brigidai
Furnariidae 
Xenops tenuirostris
Xenops minutus
Xenops rutilans
Berlepschia rikeri
Microxenops milleri
Cinclodes pabsti
Cinclodes fuscus
Furnarius figulus
Furnarius leucopus
Furnarius torridus
Furnarius minor
Furnarius rufus
Limnornis curvirostris
Phleocryptes melanops
Lochmias nematura
Ancistrops strigilatus
Hyloctistes subulatus
Automolus ochrolaemus
Automolus infuscatus
Automolus paraensis
Automolus lammi
Automolus leucophthalmus
Automolus melanopezus
Automolus rubiginosus
Automolus rufipileatus
Hylocryptus rectirostris
