"captureId","station","data","netNumber","captureTime","bander","captureCode","bandSize","bandNumber","sppCode","sppName","notes","brood_patch_OAMa","cloacal_protuberance_OAMa","body_molt_OAMa","fat_OAMa","juvenal_feather_OAMa","pp_wear_OAMa","skull_OAMa","molt_limit_OAMa","age_wrp","age_criteria","sex","sex_criteria","flight_feather_molt_OAMa","status","wing_chord","weight_grams","bill_estriation","age_criteria_2","tail_length","r2_length","molt_description","molt_limit_OAMa_2","sex_criteria_2","tail_shape","iris_color","crown_size","tarsus","nares_to_tip","iris_color_2","crown_color","molt_description_2","previr_number","total_length","previr_number_2","lower_mandibule_color","sex_criteria_3","total_length_2","age_criteria_3","r2_length_2","bill_width","old_bandnumber","color_band","band_code","crown_color_2","molt_limit_OAMa_3","bill_estriation_2","iris_color_3","tail_length_2","tick_sample","tick_sample_2","color_band_2","r1_length","wing_chord_2","weight_grams_2","nares_to_tip_2","tarsus_2","wing_chord_3","weight_grams_3","tail_length_3","nares_to_tip_3","tarsus_3","molt_description_3","crown_color_3","bill_interior_color","bill_interior_color_2","bill_interior_color_3","crown_size_2","crown_size_3","r2_length_3","upper_mandibule_color","upper_mandibule_color_2","lower_mandibule_color_2","upper_mandibule_color_3","lower_mandibule_color_3","tick_sample_3","bill_width_2","bill_width_3","white_on_s5","white_on_s5_2","white_on_s5_3","pox_presence","r5_length","p10-ppcov","exposed_culmen"
"2890","BOA2","2023-06-05","11","083","TMA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","0","0","0","1","NA","N","DCB","P","U","U","0","N","58","5.4","0","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2891","BOA2","2023-06-06","19","065","TMA","N","F","84528","TRIMEL","Trichothraupis melanops","CARRAPATO 197","0","0","0","0","0","1","5","N","DCB","P","M","P","0","N","86","22.8","","O","","","","","","","","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2892","BOA2","2023-06-05","4","083","NIA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","0","1","NA","N","DCB","B","U","U","0","N","57","4.4","0","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2893","BOA2","2023-06-06","10","103","VAG","N","F","84529","TRIMEL","Trichothraupis melanops","","0","0","0","0","0","2","5","N","DCB","P","M","P","0","N","80","23.6","","O","","","","","","TRUNCADA","","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2894","BOA2","2023-06-05","14","083","NIA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","0","1","NA","N","DCB","B","U","U","0","N","56","5","0","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2895","BOA2","2023-06-06","15","104","TMA","N","F","84530","TRIMEL","Trichothraupis melanops","Trocou PP2 e R1R2","0","0","0","0","1","5","5","G","FCF","L","M","P","0","N","80","21.1","","","","","","","","","","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2896","BOA2","2023-06-05","19","110","NIA","U","U","9999","PHASQU","Phaethornis squalidus","r5=23","0","0","1","0","0","1","NA","N","MFCF","B","U","U","0","N","47","3.3","10","","51","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2897","BOA2","2023-06-06","10","085","AYR","R","C","97778","SITGRI","Sittasomus griseicapillus","","0","0","0","0","0","1","3","N","MFCF","P","U","U","0","N","77","14.6","","","","","","","","INTERMEDIARIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2898","BOA2","2023-06-06","4","083","AYR","R","F","46900","TRIMEL","Trichothraupis melanops","S46F","0","0","0","0","1","1","5","V","FCF","L","M","P","0","N","79","21.8","","","","","","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2899","BOA2","2023-06-06","20","075","VAG","U","U","9999","AMAVER","Amazilia versicolor","","0","0","1","0","1","2","NA","P","FCF","L","F","P","0","N","49","3.6","10","B","","","P9J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2900","BOA2","2023-06-06","12","085","TMA","R","F","88894","PYRLEU","Pyriglena leucoptera","","0","0","1","1","0","1","5","N","DCB","O","F","P","0","N","76","24.6","","P","","","","","","","orangishred","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2901","BOA2","2023-06-06","18","092","NIA","R","E","195644","MYILEU","Myiothlypis leucoblephara","","0","0","0","0","1","1","5","G","FCF","L","U","U","0","N","64","14.4","","","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2902","BOA2","2023-06-06","20","094","AYR","R","E","128904","PYRRUF","Pyrrhocoma ruficeps","garrapato 201","0","0","0","1","0","0","5","N","DCB","P","M","P","0","N","67","10.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2903","BOA2","2023-06-05","1","095","AYR","N","D","169824","CONLIN","Conopophaga lineata","","0","0","0","2","1","1","5","G","FCF","L","U","U","0","N","67","22.2","","","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2904","BOA2","2023-06-06","11","915","NIA","U","U","9999","PHAEUR","Phaethornis eurynome","R5=24","0","0","0","0","0","1","NA","N","DCB","B","U","U","0","N","57","NA","10","P","62","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2905","BOA2","2023-06-06","11","094","TMA","R","2D","00949","MIORUF","Mionectes rufiventris","","0","0","0","0","0","1","2","N","DCB","P","U","U","0","N","69","13.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2906","BOA2","2023-06-06","5","075","NIA","N","D","169825","DYSMEN","Dysithamnus mentalis","","0","0","1","1","1","1","5","G","FCF","L","M","P","0","N","57","12.7","","","","","","","","INTERMEDIARIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2907","BOA2","2023-06-06","20","111","AYR","R","E","195644","MYILEU","Myiothlypis leucoblephara","captura do mismo esfuerzo","U","U","U","U","U","U","U","U","U","U","U","U","U","N","0","14.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2908","BOA2","2023-06-06","2","111","NIA","R","D","100858","NEOCHR","Neopelma chrysolophum","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","66","13.9","","O","","","","","","","brown","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2909","BOA2","2023-06-06","3","105","NIA","N","D","169826","DRYOCH","Drymophila ochropyga","","0","0","0","2","0","1","5","N","DCB","P","F","P","0","N","52","11.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2910","BOA1","2023-06-08","15","074","TMA","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","1","0","0","1","NA","N","MFCF","P","U","U","0","N","51","4.6","40","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2911","BOA1","2023-06-08","8","093","DSS","U","U","9999","THAGLA","Thalurania glaucopis","","0","0","1","0","0","1","NA","N","MFCF","B","F","P","0","N","55","4.1","5","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2912","BOA1","2023-06-08","3","071","AYR","R","D","169805","NEOCHR","Neopelma chrysolophum","carrapato 205","0","0","0","1","0","1","5","N","DCB","P","U","U","0","N","62","13.4","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2913","BOA1","2023-06-08","16","071","NIA","R","C","134170","RHOGUL","Rhopias gularis","carrapato 206","0","0","0","1","0","1","5","N","DCB","P","M","P","0","N","51","11","","O","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2914","BOA1","2023-06-08","17","074","TMA","R","F","46851","TRIMEL","Trichothraupis melanops","CARRAPATO 207
VERMELHIDÃO NA CABEÇA.","0","0","1","0","0","1","5","N","DCB","P","F","P","0","N","81","22.8","","O","79","","","","","","","","","","","WASHEDYELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2915","BOA1","2023-06-08","19","083","NIA","R","C","71344","BASCUL","Basileuterus culicivorus","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","57","10.2","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2916","BOA1","2023-06-08","20","102","AYR","R","F","38223","TRIMEL","Trichothraupis melanops","CARRAPATO 209","0","0","0","0","0","2","5","N","DCB","P","M","P","0","N","82","23.5","","O","","","","","","","","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2917","BOA1","2023-06-08","5","120","TMA","R","F","44757","TRIMEL","Trichothraupis melanops","ESCAPOU ANTES DE TERMINAR PROCESSAMENTO","0","0","0","0","0","NA","NA","NA","MFCF","P","F","P","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2918","BOA1","2023-06-08","2","085","NIA","N","C","110624","ILIMIL","Ilicura militaris","","0","0","0","0","0","1","2","N","DCB","P","F","P","0","N","60","12.5","","","","","","","","","PALEBROWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2919","BOA1","2023-06-08","6","105","AYR","N","D","169827","DACCAY","Dacnis cayana","","0","0","0","3","0","1","5","N","MFCF","P","F","P","0","N","64","14.8","","O","","","","","","TRUNCADA","REDSHBROWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2920","BOA1","2023-06-08","10","120","NIA","N","D","169828","NEOCHR","Neopelma chrysolophum","","0","0","0","2","1","1","5","G","FCF","L","U","U","0","N","65","14.5","","","","","","","","","BROWN","","","","","YELLOW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2921","BOA2","2023-06-06","1","073","AYR","N","E","195689","TRIMEL","Trichothraupis melanops","CARRAPATO 199.
INICIO DE COROA AMARELA.

","0","0","0","0","1","1","5","G","FCF","L","M","P","0","N","81","23.4","","","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2922","BOA2","2023-06-06","13","091","VAG","N","E","195690","CHICAU","Chiroxiphia caudata","INICIO DE COROA LARANJA","0","0","0","1","1","1","2","G","FCF","L","M","P","0","N","69","20.8","","O","49","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2923","BOA2","2023-06-06","19","091","NIA","N","E","195691","CHICAU","Chiroxiphia caudata","","0","0","0","0","0","1","5","N","DCB","P","F","P","0","N","79","22.8","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2924","BOA3","2023-06-03","11","094","TMA","N","E","195683","CRAPAL","Cranioleuca pallida","","0","0","1","0","0","1","U","N","MFCF","P","U","U","0","N","63","12.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2925","BOA2","2023-06-05","20","065","AYR","N","E","195684","CHICAU","Chiroxiphia caudata","CARRAPATO 190","0","0","0","1","1","1","U","G","FCF","L","F","P","0","N","72","23.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2926","BOA2","2023-06-05","20","071","NIA","N","E","195685","CHICAU","Chiroxiphia caudata","HOTBOX POR 15 MIN, FOI LIBERADO E VOOU BEM.","0","0","0","0","1","1","5","G","FCF","L","F","P","0","E","72","20.9","","","50","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2927","BOA2","2023-06-05","20","110","VAG","N","E","195686","TANDES","Tangara desmaresti","","0","0","0","1","0","2","5","N","DCB","P","U","U","0","N","79","17.1","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
