"captureId","station","data","netNumber","captureTime","bander","captureCode","bandSize","bandNumber","sppCode","sppName","notes","brood_patch_OAMa","cloacal_protuberance_OAMa","body_molt_OAMa","fat_OAMa","juvenal_feather_OAMa","pp_wear_OAMa","skull_OAMa","molt_limit_OAMa","age_wrp","age_criteria","sex","sex_criteria","flight_feather_molt_OAMa","status","wing_chord","weight_grams","bill_estriation","age_criteria_2","tail_length","r2_length","molt_description","molt_limit_OAMa_2","sex_criteria_2","tail_shape","iris_color","crown_size","tarsus","nares_to_tip","iris_color_2","crown_color","molt_description_2","previr_number","total_length","previr_number_2","lower_mandibule_color","sex_criteria_3","total_length_2","age_criteria_3","r2_length_2","bill_width","old_bandnumber","color_band","band_code","crown_color_2","molt_limit_OAMa_3","bill_estriation_2","iris_color_3","tail_length_2","tick_sample","tick_sample_2","color_band_2","r1_length","wing_chord_2","weight_grams_2","nares_to_tip_2","tarsus_2","wing_chord_3","weight_grams_3","tail_length_3","nares_to_tip_3","tarsus_3","molt_description_3","crown_color_3","bill_interior_color","bill_interior_color_2","bill_interior_color_3","crown_size_2","crown_size_3","r2_length_3","upper_mandibule_color","upper_mandibule_color_2","lower_mandibule_color_2","upper_mandibule_color_3","lower_mandibule_color_3","tick_sample_3","bill_width_2","bill_width_3","white_on_s5","white_on_s5_2","white_on_s5_3","pox_presence","r5_length","p10-ppcov","exposed_culmen"
"1309","BOA2","2022-05-24","11","071","LFR","U","U","9999","PHAEUR","Phaethornis eurynome","Estrias = 0%","0","0","0","0","0","2","NA","N","MFCF","B","U","U","0","N","63","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","BOA2","2022-05-24","15","074","LFR","N","H","112457","TURALB","Turdus albicollis","","0","0","0","2","0","0","5","N","DCB","P","U","U","0","N","108","74.8","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1311","BOA2","2022-05-24","13","104","LFR","N","H","112458","TURALB","Turdus albicollis","","0","0","0","3","0","2","5","N","DCB","P","U","U","0","N","117","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1312","BOA2","2022-05-24","8","080","LFR","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","0","0","U","1","NA","N","FCF","B","U","U","0","N","55","NA","50","","64","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1313","BOA2","2022-05-24","14","104","LFR","N","H","112459","TURRUF","Turdus rufiventris","","0","0","0","2","1","3","3","G","FCF","L","U","U","0","N","115","12.9","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1314","BOA2","2022-05-24","1","112","DSS","N","H","112461","TURRUF","Turdus rufiventris","","0","0","0","1","0","2","5","N","DCB","P","U","U","0","N","121","74.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1315","BOA2","2022-05-24","11","100","DSS","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","2","0","U","3","NA","N","MFCF","B","U","U","0","N","55","NA","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1316","BOA2","2022-05-24","15","093","LFR","N","F","88888","TRIMEL","Trichothraupis melanops","carrapato amostra 56","0","0","U","0","0","0","5","N","DCB","P","F","P","0","N","82","22.5","","O","","","","","","","","","","","","amareloescondido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1317","BOA2","2022-05-24","15","093","LFR","N","F","88889","TRIMEL","Trichothraupis melanops","máscara preta. Aos soltar não mostrou injurias, mas ficou andando pelo chão.","0","0","0","0","0","0","5","N","DCB","P","M","P","0","N","82","21.9","","O","","","","","","","","","","","","amarela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1318","BOA2","2022-05-24","14","110","DSS","N","F","88890","PYRLEU","Pyriglena leucoptera","","0","0","0","0","0","3","5","N","DCB","P","F","P","0","N","76","24","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1319","BOA2","2022-05-24","18","083","LFR","R","F","38233","PYRLEU","Pyriglena leucoptera","","0","0","0","0","0","2","5","N","DCB","Y","F","P","0","N","70","24.2","","P","","","","","","","Vermelhovivo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1320","BOA2","2022-05-24","15","112","DSS","N","F","88891","TRIMEL","Trichothraupis melanops","","0","0","0","1","0","2","5","N","DCB","P","F","P","0","N","82","23.8","","O","","","","","","","","","","","","lavado-amarelo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321","BOA2","2022-05-24","6","071","LFR","N","C","55057","DDDDDD","Anilhus destruidus","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1322","BOA2","2022-05-24","12","074","LFR","R","F","38210","PYRLEU","Pyriglena leucoptera","","0","0","0","1","0","2","5","N","DCB","P","M","P","0","N","78","28","","Y","","","","","","","VERMELHOVIVO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1323","BOA2","2022-05-24","1","080","LFR","N","C","55061","DDDDDD","Anilhus destruidus","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1324","BOA2","2022-05-24","6","071","LFR","N","C","55058","SITGRI","Sittasomus griseicapillus","","0","0","0","0","0","1","5","N","MFCF","O","U","U","0","N","81","13.7","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1325","BOA2","2022-05-24","1","080","LFR","N","C","55059","PLAMYS","Platyrinchus mystaceus","","0","0","0","0","U","1","3","U","FCF","P","M","P","0","N","55","9.4","","O","","","","","","","","","","","","amarela","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1326","BOA2","2022-05-24","11","074","LFR","R","E","128934","CONLIN","Conopophaga lineata","","0","0","0","1","1","2","5","G","FCF","P","F","P","0","N","70","19.9","","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1327","BOA2","2022-05-24","1","080","LFR","N","C","55060","SITGRI","Sittasomus griseicapillus","carrapato amostra 54","0","0","0","0","0","1","5","N","MFCF","P","U","U","0","N","80","14.3","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1328","BOA2","2022-05-24","13","074","LFR","R","C","43889","BASCUL","Basileuterus culicivorus","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","54","9.5","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1329","BOA2","2022-05-24","1","080","LFR","N","C","55062","MYIATR","Myiobius atricaudus","","0","0","1","0","U","2","5","U","FCF","O","U","U","1","N","58","7.7","","","","","SE6C","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1330","BOA2","2022-05-24","20","094","LFR","N","C","55063","POEPLU","Poecilotriccus plumbeiceps","carrapato amostra 55","0","0","0","0","1","1","1","V","FCF","L","U","U","0","N","42","5.8","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1331","BOA2","2022-05-24","11","084","LFR","R","E","128961","MYILEU","Myiothlypis leucoblephara","","0","0","0","0","U","1","3","U","FCF","O","U","U","0","N","63","NA","","","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1332","BOA2","2022-05-24","12","094","LFR","N","C","55064","PLAMYS","Platyrinchus mystaceus","Barra de crescimento alinhada na cauda","0","0","1","0","1","1","2","G","FCF","L","M","P","0","N","53","8.7","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1333","BOA2","2022-05-24","14","094","LFR","N","C","55065","SITGRI","Sittasomus griseicapillus","carrapato amostra 57","0","0","0","0","0","1","5","N","MFCF","P","U","U","0","N","81","14.8","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1334","BOA2","2022-05-24","11","084","LFR","R","E","128919","MYILEU","Myiothlypis leucoblephara","Barra de falha alinhada","0","0","1","0","1","3","2","V","FCF","L","U","U","0","N","66","NA","","O","","","","A","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1335","BOA2","2022-05-24","17","084","LFR","R","G","89082","PYRLEU","Pyriglena leucoptera","","0","0","0","1","0","1","5","N","DCB","P","F","P","0","N","72","27","","O","","","","","","","Vermelhovivo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1336","BOA2","2022-05-24","20","093","LFR","R","C","97781","BASCUL","Basileuterus culicivorus","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","59","9.9","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1337","BOA2","2022-05-24","3","094","DSS","R","F","50244","TACCOR","Tachyphonus coronatus","","0","0","0","0","NA","NA","NA","NA","UCU","U","U","U","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1338","BOA2","2022-05-24","19","100","DSS","R","E","128735","XIPFUS","Xiphorhynchus fuscus","Escapou durante o processamento","0","U","0","1","0","1","5","N","DCB","P","U","U","0","N","NA","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","BOA2","2022-05-25","19","084","LFR","U","U","9999","PHAEUR","Phaethornis eurynome","","0","0","2","0","NA","1","NA","NA","DPB","B","U","U","0","N","NA","NA","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1341","BOA2","2022-05-25","2","084","LFR","U","U","9999","HELRUB","Heliodoxa rubricauda","","0","0","1","0","U","3","NA","N","DPB","B","F","P","2","N","NA","NA","0","A","","","P76R1C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1342","BOA2","2022-05-25","15","112","LFR","U","U","9999","CHICAU","Chiroxiphia caudata","Escapou na mesa de anilhamento;
Plumagem toda verde.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","U","U","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1343","BOA2","2022-05-24","15","100","LFR","R","D","175808","CHICAU","Chiroxiphia caudata","Liberado na rede por sinais de estresse.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1344","BOA2","2022-05-25","1","073","LFR","N","G","148433","SALSIM","Saltator similis","Comissura  labial retida e ponto do bico amarela.","0","0","0","0","1","3","5","G","FCF","L","U","U","0","N","93","52.6","","","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1345","BOA2","2022-05-25","17","073","LFR","R","E","128799","SYNCIN","Synallaxis cinerascens","","0","0","1","0","0","1","3","N","MFCF","Y","U","U","0","N","52","NA","","P","","","","","","TRUNCADA","Iríscastanhoavermelhado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1346","BOA2","2022-05-25","1","102","DSS","N","G","148434","TACCOR","Tachyphonus coronatus","","0","0","0","1","0","2","5","N","MFCF","P","M","P","1","N","84","26.7","","O","","","PE65C","","","","","","","","","laranja-avermelhado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1347","BOA2","2022-05-25","16","073","LFR","R","E","128903","SYNCIN","Synallaxis cinerascens","","0","0","0","2","0","1","2","N","MFCF","P","U","U","0","N","57","14.1","","Y","","","","","","","Iriscastanhoavermelhado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1348","BOA2","2022-05-25","10","073","LFR","N","E","128986","CHICAU","Chiroxiphia caudata","","0","0","0","0","1","2","5","G","FCF","L","M","P","0","N","73","23.6","","","55","44","","","","","","24","","","","vermelho-alaranjado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1349","BOA2","2022-05-25","2","073","LFR","N","E","128987","TANDES","Tangara desmaresti","","0","0","2","1","1","0","0","G","FPF","L","U","U","0","N","67","18.3","","","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350","BOA2","2022-05-25","1","073","DSS","R","G","89098","SALSIM","Saltator similis","Bico todo preto","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","101","49.4","","O","","","","","","TRUNCADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1351","BOA2","2022-05-25","2","073","LFR","N","E","128988","TANDES","Tangara desmaresti","","0","0","0","1","0","1","3","N","FCF","O","U","U","0","N","69","18.2","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1352","BOA2","2022-05-25","19","082","LFR","R","C","43874","PLAMYS","Platyrinchus mystaceus","","0","0","1","0","U","1","3","U","FCF","O","M","P","0","N","55","9.5","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1353","BOA2","2022-05-25","2","073","LFR","N","E","128989","TANDES","Tangara desmaresti","","0","0","0","0","0","1","5","N","MFCF","O","U","U","0","E","70","17.7","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1354","BOA2","2022-05-25","9","083","LFR","N","E","128990","CHICAU","Chiroxiphia caudata","Duas g.cob internas formativas, as demais juvenis. Todo verde.","0","0","0","0","1","2","3","G","FCF","L","F","P","0","N","72","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1355","BOA2","2022-05-25","10","083","LFR","N","E","128991","CHICAU","Chiroxiphia caudata","Duas coberteiras externas juvenis","0","0","0","3","1","2","NA","G","FCF","L","F","P","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1356","BOA2","2022-05-25","10","083","LFR","N","E","128992","CHICAU","Chiroxiphia caudata","","0","0","2","2","2","1","2","G","FPF","L","F","P","0","N","NA","NA","","","","","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1357","BOA2","2022-05-25","8","084","LFR","R","E","128797","CONLIN","Conopophaga lineata","","0","0","1","2","1","1","4","G","FCF","L","F","P","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1358","BOA2","2022-05-25","15","084","LFR","R","F","88875","PYRLEU","Pyriglena leucoptera","","0","0","1","2","1","1","5","P","FCF","L","F","P","0","N","75","NA","","","","","","","","","vermelhovivo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1359","BOA2","2022-05-25","16","084","LFR","R","F","38233","PYRLEU","Pyriglena leucoptera","Recaptura de mesmo esforço","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360","BOA2","2022-05-25","20","093","LFR","N","E","128993","MICLAT","Microspingus lateralis","supercilio parcialmente branco","0","0","1","0","0","2","5","N","DCB","P","U","U","0","N","66","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1361","BOA2","2022-05-25","14","093","LFR","R","F","38210","PYRLEU","Pyriglena leucoptera","Recaptura de mesmo esforço","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1362","BOA2","2022-05-25","20","093","LFR","N","E","128994","MICLAT","Microspingus lateralis","supercilio parcialmente branco, pouco marcado","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","67","19.5","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1363","BOA2","2022-05-25","14","093","LFR","R","G","89064","PYRLEU","Pyriglena leucoptera","","0","0","0","0","0","2","5","N","DCB","P","M","P","0","N","79","31.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1364","BOA2","2022-05-25","19","105","LFR","N","E","128995","MICLAT","Microspingus lateralis","Supercilio e ombro amarelados. Barra de crescimento alinhada nas rêmiges e rectrizes.","0","0","0","0","1","3","3","V","FCF","L","U","U","0","N","66","17.6","","P","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1365","BOA2","2022-05-25","13","112","LFR","R","F","88889","TRIMEL","Trichothraupis melanops","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","20.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1366","BOA2","2022-05-25","14","111","LFR","N","E","128996","CHICAU","Chiroxiphia caudata","","0","0","2","0","2","1","3","N","FPF","P","U","U","0","N","NA","NA","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1367","BOA2","2022-05-25","4","112","DSS","R","C","80004","MYILEU","Myiothlypis leucoblephara","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","63","14.1","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1368","BOA2","2022-05-25","19","111","LFR","N","E","128997","MICLAT","Microspingus lateralis","","0","0","0","0","0","1","5","N","DCB","P","U","U","0","N","69","19.3","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1369","BOA2","2022-05-25","4","112","DSS","R","F","38233","PYRLEU","Pyriglena leucoptera","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370","BOA2","2022-05-25","5","112","LFR","N","E","128998","CHICAU","Chiroxiphia caudata","1 g.cob interna formativa, o resto juvenil.  Todo verde.","0","0","2","1","2","2","2","G","FPF","P","U","U","0","N","70","23.1","","O","48","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1371","BOA2","2022-05-25","1","112","LFR","N","E","128999","THACAE","Thamnophilus caerulescens","","0","0","0","0","0","1","5","N","DCB","P","M","P","0","N","70","20.4","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1372","BOA2","2022-05-25","9","112","LFR","N","E","129000","CHICAU","Chiroxiphia caudata","2 g.cob externas retidas; cob. alula formatuva, peq e média alulas juvenis. ","0","0","0","3","1","2","5","A","FCF","L","F","P","0","N","70","24.5","","","51","44","","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1373","BOA2","2022-05-25","9","080","LFR","N","F","88892","PYRLEU","Pyriglena leucoptera","","0","0","0","3","1","2","5","P","FCF","L","M","P","0","N","78","29.7","","","","","","V","","","vermelho-vivo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1374","BOA2","2022-05-25","16","080","LFR","N","F","88893","PYRLEU","Pyriglena leucoptera","","0","0","0","3","0","2","5","N","DCB","P","F","P","0","N","75","27.6","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1375","BOA2","2022-05-25","9","080","LFR","N","F","88894","PYRLEU","Pyriglena leucoptera","","0","0","0","3","0","1","5","N","DCB","O","F","P","0","N","75","26.7","","P","","","","","","","vermelho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1376","BOA2","2022-05-25","19","111","LFR","N","F","88895","MICLAT","Microspingus lateralis","","0","0","2","2","1","2","2","V","FPF","P","U","U","0","N","62","19","","O","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1377","BOA2","2022-05-25","4","112","DSS","N","F","88896","TRIMEL","Trichothraupis melanops","sem máscara preta","0","0","1","1","1","2","NA","G","FCF","L","M","P","0","N","82","22.1","","P","","","","","","","","","","","","AMARELA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1378","BOA2","2022-05-25","4","112","DSS","R","F","38240","TRIMEL","Trichothraupis melanops","","0","0","0","1","0","3","5","N","DCB","P","M","P","0","N","81","21.8","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1379","BOA1","2022-06-01","13","072","KRC","U","U","9999","LEUALB","Leucochloris albicollis","Escapou na mesa;
Pré-formativa completa (aparentemente)","0","0","0","0","0","2","NA","N","FPF","A","U","U","2","N","NA","NA","50","B","","","P109C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380","BOA1","2022-06-01","6","083","DSS","N","C","55066","ILIMIL","Ilicura militaris","Carrapato amostra 63;
Comissura levemente retida (ainda).","0","0","2","0","1","1","3","G","FCF","L","U","U","0","N","61","NA","","Y","38","34","","","","","CINZAALARANJADO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1381","BOA1","2022-06-01","20","072","LFR","R","E","127748","SCHVIR","Schiffornis virescens","1 peqcob branca em cada lado","0","0","1","0","0","1","5","N","DCB","P","U","U","0","N","80","24.1","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1382","BOA1","2022-06-01","1","103","DSS","N","D","175851","NEOCHR","Neopelma chrysolophum","Carrapato amostra 68","0","0","0","1","0","1","5","N","DCB","P","U","U","0","N","64","13.5","","O","","","","","","","cremeamarronzado","","","","","amarelovivo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1383","BOA1","2022-06-01","13","072","LFR","R","F","69765","TACCOR","Tachyphonus coronatus","Carrapato amostra 61; suspeito FCF por coroa","0","0","0","2","0","1","5","N","MFCF","P","M","P","0","N","85","29.7","","O","","","","","","","","","","","","laranja-avermelhado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1384","BOA1","2022-06-01","19","075","KRC","R","E","128790","MYILEU","Myiothlypis leucoblephara","","0","0","0","0","1","1","5","V","FCF","L","U","U","0","N","62","15.2","","NA","","","","","","PONTIAGUDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1385","BOA1","2022-06-01","7","075","KRC","R","2D","00959","SYNCIN","Synallaxis cinerascens","","0","0","0","0","0","2","3","N","MFCF","P","U","U","0","N","NA","NA","","O","","","","","","","CASTANHO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1386","BOA1","2022-06-01","13","092","DSS","R","C","71344","BASCUL","Basileuterus culicivorus","possível limite de muda G, porém pouco claro","0","0","0","0","U","2","5","U","MFCF","O","U","U","0","N","58","14.1","","","","","","","","TRUNCADA","","","","","","alaranjada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1387","BOA1","2022-06-01","12","092","LFR","R","E","127737","CONLIN","Conopophaga lineata","carrapato amostra 66","0","0","1","1","0","1","5","N","DCB","P","M","P","0","N","72","22.4","","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1388","BOA1","2022-06-01","20","095","DSS","R","E","127754","CHICAU","Chiroxiphia caudata","1 pena vermelha na coroa. Liberado por sinais de estresse, foi embora bem.","0","0","1","1","0","1","NA","N","DCB","P","F","P","0","N","NA","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
